br;trecho;tipo;upvotes
156;710.5;B;1
156;805.0;A;1
156;561.5;D;1
156;769.0;E;1
156;410.0;A;1
156;68.0;D;1
156;476.5;F;1
156;488.0;B;1
156;389.5;F;1
156;388.5;B;1
156;65.5;B;1
156;353.5;D;2
156;25.0;C;1
156;425.0;F;1
156;682.0;A;1
156;97.0;D;1
156;731.5;E;1
156;389.5;E;1
156;566.0;D;1
156;118.5;B;3
156;224.5;B;1
156;616.5;C;1
156;480.5;F;1
156;696.0;D;1
156;624.5;D;1
156;701.0;A;1
156;15.5;B;2
156;763.5;D;2
156;782.5;E;1
156;760.5;D;1
156;709.0;D;1
156;197.0;A;1
156;568.0;A;1
156;487.0;C;1
156;655.0;C;1
156;637.0;D;1
156;12.5;C;1
156;744.0;A;1
156;0.0;D;2
156;703.5;F;3
156;180.0;C;1
156;59.0;A;3
156;15.5;E;2
156;238.0;E;1
156;477.0;A;1
156;206.0;F;1
156;640.5;D;1
156;259.0;A;1
156;543.0;A;1
156;767.5;F;2
156;457.5;B;1
156;820.5;D;1
156;373.5;D;1
156;43.5;B;1
156;514.5;F;2
156;108.5;A;2
156;645.0;E;1
156;698.5;D;3
156;492.0;F;1
156;31.5;B;2
156;384.0;A;1
156;357.0;A;1
156;249.0;D;1
156;524.5;B;1
156;742.5;A;4
156;451.0;F;1
156;598.0;A;6
156;723.5;F;1
156;609.0;B;1
156;163.5;E;1
156;266.0;B;1
156;305.0;E;1
156;144.5;E;1
156;103.5;B;1
156;408.0;B;1
156;139.0;B;1
156;548.5;E;1
156;75.0;F;1
156;465.5;F;2
156;632.5;A;1
156;19.5;B;1
156;212.0;D;1
156;537.5;E;1
156;609.0;D;1
156;672.5;F;1
156;641.5;D;1
156;472.5;B;4
156;622.5;E;1
156;264.0;B;2
156;66.5;B;2
156;550.0;C;1
156;328.0;F;2
156;480.0;B;1
156;207.0;F;1
156;491.5;A;1
156;216.0;A;1
156;511.0;F;2
156;519.0;E;1
156;428.5;F;1
156;614.0;F;3
156;190.5;B;1
156;81.5;E;1
156;322.5;F;1
156;486.0;A;2
156;142.5;D;1
156;626.5;C;1
156;199.0;F;2
156;684.0;C;1
156;806.5;F;1
156;388.5;F;1
156;645.0;A;1
156;32.5;C;1
156;380.0;E;1
156;641.0;C;1
156;225.0;D;1
156;550.0;B;1
156;316.5;C;1
156;788.0;E;1
156;29.5;B;1
156;322.0;A;1
156;202.5;C;1
156;673.0;C;1
156;707.5;B;2
156;328.0;B;1
156;26.5;C;1
156;564.5;E;1
156;209.0;D;2
156;435.5;F;1
156;797.5;B;1
156;664.5;F;1
156;396.5;F;1
156;201.0;E;1
156;479.5;D;1
156;432.5;D;3
156;476.5;B;1
156;670.0;B;1
156;663.0;F;1
156;108.5;D;1
156;28.0;C;1
156;657.0;A;1
156;243.0;C;1
156;488.5;D;1
156;816.0;A;1
156;697.5;F;1
156;302.5;C;1
156;295.5;B;1
156;360.0;B;3
156;512.0;F;1
156;31.0;A;1
156;229.0;A;1
156;703.0;A;2
156;743.0;A;1
156;314.5;B;1
156;623.5;B;1
156;502.0;B;1
156;711.0;C;1
156;628.0;D;2
156;212.5;B;2
156;249.0;E;1
156;107.5;C;2
156;653.0;E;3
156;773.0;B;1
156;377.0;B;1
156;90.5;C;4
156;315.0;E;1
156;288.0;E;1
156;681.5;E;1
156;21.5;C;1
156;392.0;A;1
156;236.0;A;1
156;362.5;D;1
156;380.5;E;1
156;576.5;D;2
156;80.0;B;1
156;724.5;B;1
156;489.0;B;1
156;148.5;F;1
156;208.5;E;2
156;292.0;B;1
156;144.0;F;1
156;290.0;C;1
156;609.0;C;1
156;151.5;F;3
156;161.0;B;1
156;688.5;F;1
156;75.5;C;1
156;164.5;B;1
156;540.0;A;1
156;822.0;C;1
156;809.5;D;2
156;670.5;B;1
156;12.5;A;1
156;683.0;A;1
156;537.5;D;1
156;360.0;E;3
156;133.5;F;1
156;441.5;F;1
156;162.5;D;1
156;499.0;D;2
156;818.5;D;1
156;814.0;C;1
156;112.0;C;1
156;316.5;A;1
156;787.0;D;1
156;469.5;E;1
156;614.5;F;1
156;304.0;E;1
156;295.5;F;1
156;203.0;E;1
156;622.5;D;1
156;405.0;E;1
156;119.0;A;1
156;401.5;D;1
156;404.5;B;3
156;108.0;F;1
156;479.5;B;1
156;470.0;B;2
156;591.5;A;1
156;332.0;D;1
156;400.0;A;1
156;304.5;F;1
156;560.0;B;1
156;409.5;A;1
156;785.0;A;3
156;224.0;C;1
156;365.5;E;1
156;436.0;D;1
156;739.5;F;1
156;53.0;C;1
156;65.5;A;1
156;597.5;A;1
156;448.5;E;1
156;496.5;A;1
156;160.0;B;1
156;420.5;C;1
156;755.0;A;1
156;134.0;D;2
156;735.5;D;1
156;194.5;E;1
156;691.0;A;2
156;613.0;B;1
156;180.5;A;1
156;384.5;F;1
156;97.5;E;2
156;168.0;C;2
156;726.5;E;1
156;661.0;C;1
156;318.5;E;1
156;333.5;D;1
156;153.5;C;1
156;807.5;E;1
156;393.0;E;1
156;231.0;F;1
156;62.0;B;1
156;197.5;A;1
156;23.5;C;1
156;478.0;A;1
156;230.5;E;1
156;604.5;C;1
156;103.0;F;1
156;586.5;F;1
156;526.0;E;1
156;51.0;B;1
156;616.5;A;1
156;100.0;F;1
156;345.5;B;1
156;90.0;E;1
156;210.5;E;1
156;260.5;D;1
156;222.5;D;1
156;792.5;E;1
156;125.5;B;1
156;88.5;D;1
156;814.0;D;1
156;186.0;E;1
156;732.0;A;1
156;623.0;B;1
156;754.0;B;1
156;633.5;D;1
156;730.0;E;1
156;618.5;A;1
156;767.5;E;1
156;592.0;C;1
156;124.0;B;1
156;684.5;E;1
156;202.5;A;1
156;589.0;F;3
156;258.0;F;1
156;59.5;F;1
156;153.5;E;1
156;540.5;B;1
156;603.5;D;1
156;633.0;C;1
156;108.0;C;1
156;477.0;D;1
156;149.0;F;1
156;369.5;E;1
156;197.5;B;1
156;190.0;D;1
156;0.5;C;1
156;223.0;A;2
156;124.0;A;1
156;779.0;E;1
156;300.5;A;1
156;644.5;E;1
156;320.0;B;1
156;791.0;F;1
156;376.0;B;2
156;253.0;B;1
156;231.5;F;1
156;664.0;E;1
156;106.5;F;1
156;207.5;B;1
156;439.0;D;1
156;794.0;C;1
156;106.0;F;1
156;621.0;D;1
156;462.5;A;1
156;739.5;C;1
156;628.5;B;1
156;346.0;D;1
156;310.0;D;1
156;98.5;E;1
156;353.0;F;1
156;276.5;A;1
156;635.5;F;1
156;654.5;B;1
156;784.0;C;1
156;536.5;F;1
156;681.5;B;1
156;691.0;F;1
156;535.5;E;1
156;228.0;E;1
156;528.0;F;1
156;485.5;C;2
156;698.0;B;1
156;494.5;E;1
156;818.5;E;1
156;443.0;D;1
156;690.0;A;1
156;392.5;A;1
156;266.0;A;1
156;644.5;A;1
156;678.5;B;1
156;15.0;D;2
156;456.0;E;1
156;148.0;F;1
156;397.5;A;1
156;247.0;B;1
156;732.5;E;2
156;127.0;B;1
156;535.5;F;1
156;712.0;E;1
156;223.5;D;1
156;300.0;C;1
156;244.0;C;1
156;505.5;C;1
156;404.5;A;2
156;345.5;F;1
156;205.5;B;1
156;453.0;E;1
156;91.0;C;1
156;164.5;E;1
156;14.0;A;1
156;133.0;D;1
156;227.5;E;1
156;791.5;B;1
156;440.0;C;1
156;188.0;F;1
156;621.0;F;1
156;805.5;C;1
156;442.5;A;1
156;506.5;D;1
156;360.5;D;3
156;324.0;B;1
156;166.5;B;2
156;207.0;A;1
156;226.0;A;1
156;780.5;C;1
156;527.0;F;1
156;432.0;B;1
156;790.0;C;1
156;367.0;F;1
156;32.0;C;1
156;766.5;B;1
156;723.5;D;1
156;560.5;D;1
156;235.0;A;1
156;90.0;D;1
156;225.0;A;1
156;357.5;D;1
156;13.0;B;1
156;427.5;B;1
156;226.5;F;2
156;308.0;E;1
156;190.5;A;1
156;745.5;D;1
156;378.0;E;1
156;552.0;A;1
156;176.0;C;1
156;685.5;F;1
156;507.5;C;1
156;616.5;E;1
156;272.0;A;1
156;787.5;C;6
156;424.0;E;1
156;232.5;F;2
156;29.0;C;1
156;550.5;E;2
156;70.5;F;1
156;143.0;A;1
156;714.0;F;1
156;781.0;E;1
156;58.5;D;1
156;532.5;B;1
156;85.5;D;1
156;360.5;E;1
156;119.0;D;1
156;238.0;A;1
156;414.0;E;1
156;755.0;D;1
156;600.5;F;1
156;376.5;C;3
156;691.0;D;1
156;672.0;D;1
156;296.5;F;1
156;56.5;B;1
156;637.0;B;1
156;704.5;D;1
156;440.5;F;1
156;764.0;B;1
156;64.5;E;1
156;210.0;A;1
156;453.5;E;1
156;148.0;C;2
156;525.5;E;1
156;389.0;B;1
156;381.0;B;1
156;86.0;A;1
156;321.0;C;1
156;394.5;D;1
156;468.5;F;1
156;135.0;C;1
156;545.5;F;1
156;808.5;C;1
156;630.5;C;1
156;473.0;A;1
156;501.0;B;1
156;806.0;E;1
156;231.0;B;1
156;657.5;E;1
156;267.0;C;1
156;519.0;D;1
156;375.5;E;3
156;401.0;A;1
156;699.0;C;1
156;37.0;B;1
156;652.0;D;1
156;8.0;C;1
156;487.0;A;1
156;446.0;A;1
156;589.0;A;1
156;483.5;B;1
156;219.0;A;1
156;651.5;A;1
156;812.0;A;1
156;152.0;C;2
156;752.5;A;1
156;482.0;D;1
156;6.5;C;1
156;793.0;C;1
156;92.5;F;1
156;335.0;A;1
156;793.5;A;1
156;93.0;A;1
156;433.5;E;1
156;356.5;B;1
156;714.5;D;1
156;764.5;C;1
156;586.0;D;1
156;735.0;C;2
156;205.5;D;1
156;433.0;C;1
156;206.5;C;1
156;62.5;B;1
156;741.5;C;1
156;505.0;A;1
156;810.5;F;1
156;128.5;A;1
156;478.0;C;1
156;452.0;E;1
156;68.5;C;1
156;207.0;E;1
156;101.5;E;2
156;382.5;D;1
156;819.0;E;1
156;511.5;B;1
156;768.5;D;1
156;115.5;D;1
156;427.0;E;1
156;269.5;C;1
156;612.5;F;1
156;746.0;C;1
156;771.0;F;1
156;744.5;C;1
156;644.0;C;1
156;106.0;D;1
156;528.5;B;1
156;428.0;C;1
156;475.0;C;1
156;540.0;B;2
156;454.5;A;1
156;286.0;E;1
156;685.0;C;1
156;201.5;E;2
156;114.0;E;1
156;210.0;E;1
156;507.5;F;1
156;196.5;D;1
156;541.0;F;1
156;694.5;B;1
156;774.5;F;1
156;263.5;A;2
156;215.0;D;1
156;744.0;F;1
156;514.0;B;1
156;477.0;C;1
156;282.5;A;1
156;243.5;B;1
156;463.5;C;1
156;443.5;F;1
156;335.0;B;1
156;392.0;E;1
156;821.5;F;1
156;616.0;E;1
156;777.5;E;1
156;809.5;F;1
156;379.5;D;1
156;428.0;E;1
156;405.0;F;2
156;340.5;D;1
156;99.5;C;1
156;704.0;C;1
156;80.0;D;1
156;425.5;D;1
156;617.0;E;1
156;726.5;F;1
156;323.5;C;1
156;351.5;B;1
156;314.5;C;1
156;369.0;C;1
156;378.0;B;1
156;731.5;C;1
156;38.0;A;1
156;157.5;B;1
156;534.0;F;1
156;138.5;B;1
156;684.0;D;1
156;140.0;C;1
156;120.5;E;1
156;650.5;C;1
156;593.0;A;1
156;687.5;C;1
156;218.0;A;1
156;96.0;A;1
156;565.5;B;1
156;302.5;E;1
156;566.5;E;1
156;547.5;D;1
156;216.0;C;1
156;523.5;F;1
156;778.5;D;1
156;719.5;F;1
156;293.0;D;2
156;808.0;A;1
156;394.0;B;1
156;630.0;B;1
156;62.0;E;1
156;332.5;C;1
156;109.0;C;1
156;781.5;E;1
156;785.0;E;2
156;134.5;F;1
156;116.5;E;1
156;206.0;C;1
156;578.5;C;1
156;755.0;F;1
156;122.0;D;1
156;744.0;C;1
156;494.0;F;1
156;819.0;C;1
156;362.0;F;1
156;478.5;E;1
156;607.0;C;1
156;109.0;E;1
156;545.5;C;1
156;480.5;A;1
156;695.5;E;1
156;135.5;F;1
156;486.5;D;1
156;407.5;A;1
156;706.0;E;1
156;628.0;A;1
156;22.0;C;1
156;63.5;A;1
156;752.0;E;1
156;743.0;F;1
156;120.0;A;1
156;800.0;E;1
156;141.0;B;1
156;66.5;C;1
156;27.5;F;1
156;688.0;D;1
156;307.0;F;1
156;194.0;D;1
156;819.0;D;1
156;805.0;B;1
156;45.5;A;1
156;296.0;E;1
156;701.0;F;1
156;200.5;E;1
156;707.5;A;1
156;126.0;A;2
156;334.5;F;1
156;156.5;D;1
156;253.0;D;1
156;37.0;D;1
156;225.5;E;1
156;304.0;A;1
156;616.5;F;1
156;536.5;E;1
156;19.5;F;1
156;258.5;F;1
156;291.0;D;1
156;347.0;F;1
156;351.0;F;1
156;502.5;B;1
156;141.5;F;1
156;241.0;F;1
156;566.0;B;1
156;341.5;E;1
156;606.5;B;1
156;191.5;A;1
156;598.5;A;1
156;386.0;F;1
156;241.0;B;1
156;360.5;F;1
156;531.5;B;1
156;559.0;E;1
156;347.5;B;1
156;354.0;B;1
156;535.0;D;1
156;14.0;E;1
156;735.5;C;1
156;29.0;E;1
156;325.5;F;1
156;429.0;C;2
156;376.5;D;1
156;821.5;E;1
156;769.5;A;1
156;356.5;E;1
156;309.0;A;1
156;655.0;F;1
156;426.5;F;1
156;379.0;D;1
156;806.5;B;1
156;585.5;A;1
156;794.5;E;1
156;719.0;D;1
156;561.0;F;1
156;217.5;B;1
156;421.0;C;1
156;183.5;C;1
156;692.5;D;1
156;649.0;A;1
156;600.5;A;1
156;506.0;F;2
156;525.0;C;1
156;446.0;E;1
156;395.5;D;1
156;647.0;C;1
156;679.5;A;1
156;520.5;A;1
156;247.0;D;1
156;786.5;C;1
156;143.0;E;1
156;779.5;E;1
156;490.0;C;1
156;504.0;E;1
156;419.5;D;1
156;52.5;F;1
156;158.0;D;1
156;217.5;D;1
156;410.5;D;1
156;280.5;C;1
156;311.5;B;1
156;612.0;A;1
156;122.0;E;1
156;172.5;E;1
156;572.0;E;1
156;331.0;E;1
156;267.5;B;1
156;329.0;C;1
156;535.0;B;1
156;637.0;A;1
156;44.5;C;1
156;574.0;F;1
156;593.0;B;1
156;562.0;C;1
156;239.0;D;1
156;610.0;E;1
156;652.0;E;1
156;271.0;F;1
156;651.5;B;1
156;539.5;F;1
156;619.5;C;1
156;539.0;D;1
156;333.0;D;1
156;518.5;A;1
156;734.5;E;1
156;745.5;E;1
156;314.5;A;1
156;66.5;A;1
156;102.0;C;1
156;3.0;A;1
156;683.0;B;1
156;109.0;F;1
156;465.5;B;1
156;398.0;E;1
156;778.5;E;1
156;634.5;F;1
156;529.0;C;1
156;458.5;B;1
156;460.5;C;1
156;8.5;C;1
156;198.0;A;1
156;150.0;E;1
156;797.0;D;1
156;610.5;D;1
156;491.0;B;1
156;702.5;D;1
156;571.0;E;1
156;78.5;C;1
156;54.5;A;1
156;271.5;A;1
156;268.0;C;1
156;638.5;D;1
156;554.5;D;1
156;367.5;E;1
156;19.5;D;1
156;634.0;F;1
156;45.0;F;1
156;167.5;C;1
156;773.0;D;1
156;62.0;D;1
156;467.5;D;1
156;172.5;B;1
156;667.0;B;1
156;149.0;A;1
156;325.5;D;1
156;721.5;D;1
156;627.5;E;1
156;484.5;E;1
156;216.5;A;1
156;740.5;B;1
156;386.5;A;1
156;271.5;C;1
156;350.5;D;1
156;461.0;E;1
156;674.5;D;1
156;206.5;D;1
156;369.0;D;1
156;572.0;F;1
156;737.5;F;1
156;99.0;C;1
156;787.5;F;2
156;368.5;D;1
156;59.0;E;2
156;576.5;E;1
156;118.5;C;1
156;628.5;D;1
156;283.5;E;1
156;238.5;C;1
156;7.0;C;1
156;60.0;E;1
156;708.5;B;1
156;82.5;D;1
156;805.5;B;1
156;399.5;B;1
156;703.5;B;1
156;627.0;E;1
156;386.5;E;1
156;165.0;F;1
156;603.5;C;1
156;81.5;F;1
156;494.5;B;1
156;337.5;C;1
156;115.5;E;1
156;376.0;E;1
156;593.5;B;1
156;195.5;D;1
156;278.0;F;1
156;602.0;D;1
156;188.0;E;1
156;608.0;B;1
156;738.5;A;1
156;758.5;C;1
156;131.0;C;1
156;571.5;B;1
156;63.5;E;1
156;240.0;E;1
156;814.5;A;1
156;382.0;E;1
156;677.5;D;1
156;161.0;F;1
156;115.5;F;1
156;481.0;B;1
156;643.0;D;1
156;453.0;A;1
156;707.5;C;1
156;109.0;A;1
156;541.0;C;1
156;185.5;E;1
156;793.5;C;1
156;220.5;A;1
156;366.5;F;1
156;206.0;B;1
156;759.0;D;1
156;199.0;C;1
156;725.5;D;1
156;565.0;E;1
156;746.0;F;1
156;489.0;E;1
156;72.5;C;1
156;83.0;E;1
156;648.5;F;1
156;702.0;A;1
156;269.0;D;1
156;596.5;A;1
156;520.5;C;1
156;353.5;C;1
156;483.5;C;1
156;148.0;A;1
156;416.0;D;1
156;433.0;B;1
156;525.0;B;1
156;752.5;D;1
156;797.5;C;1
156;299.5;D;1
156;223.5;E;1
156;746.5;C;1
156;398.5;C;1
156;356.0;E;1
156;377.0;D;1
156;769.5;E;1
120;338.5;D;4
120;338.5;E;6
120;338.5;B;4
120;157.5;C;3
120;585.5;B;7
120;585.5;D;4
120;313.5;D;6
120;407.5;E;10
120;313.5;A;8
120;871.0;B;3
120;407.5;F;4
120;251.5;A;7
120;586.0;C;2
120;251.5;B;5
120;251.5;D;6
120;408.0;F;2
120;313.5;B;6
120;635.0;F;5
120;223.5;E;3
120;585.5;F;5
120;157.5;F;6
120;871.0;E;8
120;251.5;F;1
120;97.5;B;3
120;764.0;E;8
120;407.5;C;3
120;585.5;C;5
120;845.5;D;7
120;921.5;F;7
120;202.0;E;3
120;764.5;C;2
120;357.5;C;4
120;845.5;A;3
120;267.5;B;8
120;321.0;C;7
120;422.0;B;4
120;99.5;E;5
120;70.0;E;6
120;735.0;D;5
120;387.5;E;5
120;325.0;C;5
120;756.0;E;4
120;613.5;E;6
120;731.5;D;11
120;731.5;F;10
120;313.5;F;4
120;157.5;E;4
120;901.0;A;8
120;687.0;E;3
120;98.0;F;1
120;731.5;A;9
120;901.0;B;5
120;383.0;F;5
120;357.5;F;4
120;788.0;F;6
120;104.5;D;8
120;282.5;B;7
120;69.5;A;5
120;97.5;D;7
120;756.0;B;6
120;843.0;E;8
120;735.0;B;4
120;325.0;A;6
120;69.0;D;3
120;41.0;A;7
120;731.5;C;7
120;383.0;B;4
120;138.5;D;4
120;870.0;C;7
120;46.5;E;1
120;138.5;B;5
120;202.0;D;6
120;101.0;B;3
120;764.0;A;7
120;921.5;C;10
120;46.5;D;8
120;314.0;D;2
120;407.5;B;3
120;69.0;C;2
120;202.0;F;5
120;864.0;F;9
120;474.0;B;4
120;70.0;B;5
120;70.0;A;5
120;125.5;A;6
120;567.5;C;7
120;467.0;A;5
120;873.5;A;5
120;686.5;C;5
120;843.0;D;7
120;706.0;A;3
120;101.0;F;3
120;871.0;D;5
120;240.0;B;1
120;529.0;B;1
120;591.5;A;2
120;312.5;A;1
120;762.5;C;1
120;756.5;A;1
120;69.0;B;7
120;236.5;A;1
120;138.5;C;7
120;260.5;D;1
120;430.5;E;1
120;49.0;A;1
120;717.0;B;1
120;715.5;B;1
120;170.0;D;1
120;223.5;D;1
120;635.0;C;4
120;70.0;D;6
120;735.0;F;8
120;101.0;D;5
120;387.5;C;4
120;100.0;C;3
120;144.0;B;1
120;763.0;C;1
120;873.5;F;2
120;846.5;C;1
120;69.0;E;6
120;666.5;A;1
120;474.5;C;1
120;338.5;C;3
120;678.5;D;2
120;241.5;E;1
120;339.0;A;1
120;764.0;B;10
120;6.0;F;1
120;122.5;A;1
120;418.5;B;1
120;157.5;D;5
120;467.0;E;4
120;936.5;B;1
120;143.0;C;1
120;577.5;D;1
120;205.0;D;1
120;521.5;B;2
120;786.5;A;1
120;13.0;B;1
120;700.0;D;1
120;133.0;F;1
120;708.0;B;1
120;552.5;C;1
120;188.0;D;2
120;562.5;D;1
120;101.0;C;2
120;756.0;C;4
120;358.0;E;1
120;66.5;B;1
120;251.5;E;4
120;328.0;F;1
120;410.0;C;1
120;87.0;C;1
120;420.5;A;1
120;516.0;F;1
120;704.5;B;1
120;104.5;B;5
120;345.0;F;1
120;19.0;C;1
120;257.5;F;1
120;224.0;E;1
120;589.5;F;1
120;97.0;E;1
120;313.5;C;2
120;118.0;B;1
120;600.0;B;1
120;273.0;F;1
120;726.5;F;1
120;428.5;B;1
120;901.0;E;3
120;529.5;C;1
120;674.0;A;1
120;864.5;D;1
120;474.5;F;1
120;731.5;E;11
120;239.5;C;1
120;817.0;A;1
120;70.5;A;1
120;474.0;C;6
120;465.0;D;1
120;240.5;D;1
120;683.0;F;1
120;947.5;D;1
120;435.5;A;1
120;41.0;E;7
120;945.5;A;2
120;650.5;A;1
120;433.5;E;1
120;121.5;E;1
120;474.0;E;4
120;430.0;F;1
120;622.0;F;1
120;312.0;C;1
120;359.0;F;1
120;686.5;E;5
120;813.5;C;1
120;205.0;E;1
120;764.0;D;8
120;906.5;A;1
120;283.0;E;2
120;843.0;B;6
120;706.0;D;8
120;158.0;B;2
120;125.5;D;4
120;97.5;E;2
120;6.5;E;1
120;635.0;D;5
120;716.0;B;1
120;952.5;A;1
120;706.0;F;3
120;510.0;A;1
120;425.0;E;2
120;181.5;F;1
120;357.5;E;4
120;121.0;F;1
120;458.5;F;1
120;319.0;B;1
120;423.0;B;1
120;97.5;C;7
120;116.0;E;3
120;613.0;A;1
120;166.0;C;1
120;788.0;B;6
120;921.5;A;4
120;721.5;B;1
120;788.0;C;5
120;873.5;E;4
120;870.0;D;4
120;756.0;A;6
120;579.0;E;1
120;347.0;A;1
120;247.0;D;1
120;936.5;D;1
120;696.0;D;1
120;960.5;A;1
120;771.5;F;1
120;829.0;B;1
120;202.5;C;1
120;493.0;E;1
120;780.0;B;1
120;546.0;C;1
120;315.5;B;1
120;501.5;B;1
120;243.0;E;1
120;92.5;D;1
120;728.5;F;1
120;158.0;E;2
120;924.0;A;1
120;613.5;D;2
120;722.0;E;1
120;479.5;F;1
120;579.5;E;1
120;922.0;D;1
120;223.5;C;8
120;77.5;F;1
120;352.0;B;1
120;125.5;B;3
120;869.5;C;1
120;689.5;B;1
120;215.0;D;1
120;881.5;C;1
120;460.5;C;1
120;126.0;F;1
120;243.0;C;1
120;687.0;C;2
120;318.0;F;1
120;171.5;C;1
120;870.5;C;1
120;519.5;D;1
120;296.0;A;1
120;772.5;D;1
120;764.0;C;9
120;475.0;C;1
120;614.0;B;2
120;708.5;D;2
120;69.0;F;5
120;99.5;C;4
120;706.0;C;2
120;267.5;D;8
120;99.5;B;6
120;71.0;C;1
120;283.0;A;1
120;71.0;E;1
120;411.5;C;1
120;387.5;A;3
120;600.5;E;2
120;457.5;F;1
120;125.5;C;3
120;686.5;B;1
120;766.0;E;1
120;62.0;E;2
120;735.0;A;2
120;706.0;E;4
120;635.0;E;7
120;249.0;E;1
120;267.5;E;3
120;47.0;C;1
120;613.5;F;5
120;252.0;D;1
120;688.0;A;1
120;814.5;E;1
120;586.5;C;1
120;70.0;C;3
120;104.5;E;4
120;841.5;D;1
120;527.5;A;1
120;506.0;B;1
120;54.5;A;1
120;99.5;F;5
120;709.5;C;1
120;474.0;F;4
120;206.0;C;1
120;236.5;C;1
120;314.5;E;1
120;346.5;B;1
120;706.5;E;2
120;188.0;F;1
120;208.5;E;1
120;614.0;F;2
120;224.0;C;1
120;64.0;F;1
120;201.5;C;1
120;788.0;E;5
120;870.0;F;5
120;889.0;E;1
120;9.0;F;1
120;728.0;A;1
120;267.5;F;6
120;918.5;A;1
120;480.5;C;1
120;253.5;D;1
120;694.5;A;1
120;687.0;B;4
120;125.5;E;1
120;251.5;C;1
120;520.0;C;1
120;409.5;B;1
120;99.5;A;6
120;686.5;A;5
120;624.5;F;1
120;868.0;B;1
120;948.0;E;1
120;585.5;A;4
120;422.0;E;2
120;620.0;A;1
120;566.0;F;1
120;764.0;F;10
120;391.0;C;1
120;50.0;D;1
120;835.0;A;2
120;196.0;C;2
120;851.5;F;1
120;314.0;A;1
120;617.0;C;1
120;843.0;C;8
120;44.0;B;1
120;346.5;E;1
120;610.0;B;2
120;724.5;E;1
120;545.0;A;1
120;870.5;E;2
120;814.5;B;2
120;614.5;D;1
120;635.0;B;5
120;89.5;B;1
120;337.0;E;1
120;939.0;E;2
120;550.0;B;1
120;862.0;A;1
120;40.5;A;1
120;884.0;F;1
120;441.5;F;1
120;396.5;D;1
120;390.5;A;2
120;293.5;B;1
120;469.0;B;3
120;422.0;D;4
120;124.0;B;1
120;144.0;C;1
120;41.0;C;9
120;138.0;E;1
120;78.0;A;1
120;492.5;F;1
120;467.0;C;5
120;635.5;B;2
120;848.5;D;1
120;503.0;C;1
120;613.5;A;3
120;125.5;F;8
120;901.0;F;3
120;530.5;C;1
120;321.0;F;5
120;456.0;D;1
120;672.5;E;1
120;138.5;E;9
120;687.0;D;3
120;70.0;F;5
120;935.5;D;2
120;551.5;F;2
120;390.0;A;1
120;104.5;F;5
120;278.0;E;1
120;46.5;A;4
120;357.5;D;6
120;471.5;A;1
120;397.0;D;1
120;938.5;C;1
120;596.5;E;1
120;106.0;B;1
120;171.0;A;1
120;422.0;F;4
120;567.5;E;6
120;790.5;D;1
120;325.0;E;4
120;871.0;C;3
120;740.5;B;1
120;824.0;A;1
120;766.0;D;1
120;587.5;B;1
120;533.5;E;1
120;1.0;E;1
120;200.0;B;1
120;69.5;D;3
120;208.5;C;1
120;387.5;D;3
120;687.0;A;3
120;529.5;B;2
120;748.5;B;1
120;441.0;D;1
120;614.0;D;1
120;491.5;B;1
120;680.0;E;1
120;69.5;C;5
120;337.0;B;1
120;157.5;B;5
120;306.5;E;1
120;788.5;E;1
120;361.5;C;1
120;806.5;B;1
120;486.0;C;1
120;475.0;B;1
120;527.5;F;1
120;873.5;D;5
120;467.0;D;7
120;269.5;B;1
120;227.5;C;1
120;321.0;D;3
120;467.5;D;2
120;200.5;B;1
120;540.5;A;1
120;476.5;B;1
120;732.0;F;2
120;845.5;C;2
120;870.0;B;6
120;383.0;D;5
120;37.0;F;1
120;655.0;D;1
120;8.5;C;1
120;892.0;F;1
120;430.5;A;1
120;453.0;D;1
120;760.0;F;1
120;404.0;C;2
120;352.5;E;1
120;740.0;B;1
120;46.0;F;1
120;82.0;D;1
120;692.5;C;1
120;167.5;C;1
120;28.0;A;1
120;139.0;E;1
120;480.0;C;1
120;732.0;D;1
120;699.5;A;1
120;41.0;D;2
120;41.0;B;4
120;282.5;C;7
120;787.0;E;1
120;373.0;C;1
120;282.5;E;6
120;826.5;C;2
120;393.0;A;1
120;864.0;D;5
120;46.5;C;7
120;294.5;F;1
120;959.5;A;1
120;567.5;F;3
120;102.0;A;1
120;97.5;F;2
120;796.0;B;1
120;452.5;D;1
120;914.0;D;1
120;694.5;C;1
120;345.0;C;1
120;919.0;E;1
120;113.0;E;1
120;954.0;B;1
120;901.0;C;5
120;226.0;F;1
120;889.0;B;1
120;575.5;E;1
120;465.0;C;1
120;791.5;E;2
120;223.5;F;5
120;315.5;A;1
120;349.0;F;1
120;411.5;B;1
120;79.5;B;1
120;69.5;B;5
120;325.0;B;5
120;769.0;E;2
120;292.0;E;1
120;769.5;C;1
120;552.5;E;1
120;274.0;F;1
120;781.5;A;1
120;600.0;C;1
120;111.5;B;1
120;155.0;D;1
120;369.0;D;1
120;247.0;C;1
120;953.5;A;1
120;393.5;F;1
120;203.5;E;2
120;652.5;D;2
120;523.0;C;1
120;12.5;C;1
120;157.5;A;6
120;640.5;D;1
120;865.5;C;1
120;278.5;F;1
120;422.0;A;2
120;387.5;B;5
120;489.5;B;1
120;175.5;A;1
120;343.0;F;1
120;170.0;E;1
120;688.5;B;1
120;267.5;A;2
120;246.0;D;1
120;497.5;F;1
120;751.5;A;1
120;373.5;D;1
